Applicant ID,Gender,Married,Dependents,Education,Employment Type,Applicant Income,Co-applicant Income,Loan Amount,Loan Amount Term,Credit History,Property Area,Loan Status (Target)
LP004032,Male,Yes,2,Graduate,Self-Employed,3817,0,176,360,1.0,Urban,Y
LP004033,Male,Yes,0,Graduate,Salaried,14957,0,163,360,1.0,Rural,N
LP004034,Male,Yes,0,Graduate,Self-Employed,5653,0,50,360,1.0,Semi-Urban,Y
LP004035,Male,Yes,0,Not Graduate,Salaried,12772,0,106,360,1.0,Semi-Urban,Y
LP004036,Male,No,0,Not Graduate,Salaried,8558,0,100,360,1.0,Urban,Y
LP004037,Male,Yes,0,Graduate,Salaried,8504,0,61,360,1.0,Urban,Y
LP004038,Female,Yes,0,Graduate,Salaried,3526,0,89,360,1.0,Urban,Y
LP004039,Male,Yes,1,Not Graduate,Self-Employed,13641,6288,140,360,1.0,Rural,N
LP004040,Male,No,0,Graduate,Salaried,3442,0,224,180,0.0,Semi-Urban,N
LP004041,Male,No,1,Graduate,Salaried,871,1284,82,120,1.0,Urban,N
LP004042,Female,Yes,0,Graduate,Salaried,3964,2017,72,360,1.0,Semi-Urban,N
LP004043,Male,Yes,2,Not Graduate,Salaried,7734,1099,104,360,1.0,Semi-Urban,Y
LP004044,Male,Yes,1,Graduate,Salaried,985,8903,160,360,1.0,Urban,Y
LP004045,Male,No,0,Graduate,Salaried,2028,0,213,360,1.0,Urban,N
LP004046,Male,Yes,1,Graduate,Salaried,1435,0,134,360,1.0,Semi-Urban,N
LP004047,Male,No,0,Graduate,Salaried,10793,0,53,360,1.0,Semi-Urban,Y
LP004048,Male,Yes,0,Graduate,Salaried,26182,0,66,360,1.0,Urban,Y
LP004049,Male,Yes,0,Graduate,Salaried,3985,0,151,360,1.0,Urban,Y
LP004050,Male,Yes,0,Graduate,Salaried,8362,1114,199,180,0.0,Semi-Urban,N
LP004051,Male,No,0,Graduate,Self-Employed,8147,0,248,360,1.0,Semi-Urban,Y
LP004052,Male,Yes,0,Graduate,Salaried,23243,0,69,360,1.0,Semi-Urban,Y
LP004053,Male,No,2,Graduate,Salaried,2559,0,148,360,1.0,Rural,N
LP004054,Male,Yes,0,Not Graduate,Self-Employed,3944,0,78,360,1.0,Rural,Y
LP004055,Male,Yes,0,Not Graduate,Salaried,3495,0,86,360,1.0,Urban,Y
LP004056,Female,Yes,2,Graduate,Salaried,5299,1151,81,360,1.0,Rural,Y
LP004057,Male,No,0,Graduate,Salaried,60133,0,119,180,1.0,Urban,Y
LP004058,Male,Yes,1,Not Graduate,Salaried,5068,0,87,360,1.0,Semi-Urban,Y
LP004059,Male,No,0,Graduate,Salaried,2090,0,288,360,1.0,Semi-Urban,N
LP004060,Female,No,0,Graduate,Salaried,1549,3300,112,360,1.0,Rural,Y
LP004061,Male,No,0,Graduate,Salaried,17199,3738,199,360,1.0,Urban,Y
LP004062,Male,Yes,2,Graduate,Salaried,2081,0,100,360,1.0,Rural,Y
LP004063,Male,No,0,Not Graduate,Salaried,9543,1307,273,360,1.0,Rural,Y
LP004064,Male,No,0,Not Graduate,Salaried,2490,0,160,360,1.0,Urban,Y
LP004065,Male,Yes,2,Graduate,Salaried,1384,0,190,360,1.0,Semi-Urban,N
LP004066,Male,Yes,2,Graduate,Salaried,9001,2573,104,360,1.0,Semi-Urban,Y
LP004067,Male,Yes,0,Graduate,Salaried,2615,0,198,360,1.0,Semi-Urban,Y
LP004068,Female,Yes,1,Graduate,Salaried,7520,0,160,360,1.0,Semi-Urban,Y
LP004069,Male,Yes,0,Graduate,Salaried,8097,0,117,180,1.0,Urban,Y
LP004070,Male,Yes,0,Graduate,Self-Employed,8486,2348,75,360,1.0,Semi-Urban,Y
LP004071,Male,Yes,0,Graduate,Self-Employed,3758,2171,125,360,1.0,Semi-Urban,Y
LP004072,Male,Yes,0,Not Graduate,Salaried,9761,1069,120,360,1.0,Urban,Y
LP004073,Male,Yes,0,Graduate,Salaried,1953,0,192,360,1.0,Semi-Urban,Y
LP004074,Male,Yes,0,Graduate,Salaried,422,0,126,360,1.0,Urban,N
LP004075,Male,Yes,0,Graduate,Self-Employed,9965,1140,50,360,1.0,Urban,Y
LP004076,Female,Yes,0,Graduate,Salaried,5799,0,178,360,1.0,Urban,Y
LP004077,Female,Yes,0,Graduate,Salaried,2670,0,217,360,1.0,Rural,Y
LP004078,Male,Yes,2,Graduate,Salaried,1128,0,50,360,1.0,Semi-Urban,Y
LP004079,Male,Yes,1,Graduate,Salaried,641,2573,248,360,1.0,Semi-Urban,N
LP004080,Female,No,0,Not Graduate,Salaried,5175,0,223,360,1.0,Rural,N
LP004081,Male,Yes,2,Not Graduate,Salaried,25560,0,102,360,0.0,Urban,Y
LP004082,Female,No,0,Graduate,Salaried,4278,0,72,360,0.0,Rural,N
LP004083,Male,Yes,0,Graduate,Salaried,3424,31141,203,120,1.0,Semi-Urban,Y
LP004084,Male,Yes,0,Graduate,Salaried,4796,0,57,360,1.0,Rural,Y
LP004085,Male,Yes,0,Graduate,Salaried,43443,0,99,360,1.0,Rural,Y
LP004086,Male,Yes,1,Graduate,Salaried,10424,2352,61,360,1.0,Urban,Y
LP004087,Male,No,2,Not Graduate,Salaried,1932,0,140,360,1.0,Semi-Urban,N
LP004088,Male,Yes,0,Graduate,Salaried,5054,0,227,360,1.0,Rural,Y
LP004089,Male,Yes,0,Graduate,Salaried,6852,0,162,360,1.0,Rural,N
LP004090,Male,Yes,0,Graduate,Salaried,1708,0,201,360,0.0,Rural,N
LP004091,Male,Yes,0,Not Graduate,Salaried,10500,0,118,360,1.0,Semi-Urban,Y
LP004092,Female,No,1,Not Graduate,Salaried,2169,0,145,360,1.0,Rural,N
LP004093,Male,No,0,Graduate,Salaried,1084,0,66,360,0.0,Semi-Urban,N
LP004094,Female,Yes,0,Graduate,Salaried,5303,0,134,180,1.0,Semi-Urban,Y
LP004095,Male,Yes,1,Graduate,Salaried,4527,0,95,360,1.0,Urban,Y
LP004096,Male,Yes,0,Graduate,Salaried,4909,0,130,360,1.0,Semi-Urban,Y
LP004097,Female,No,2,Graduate,Salaried,2287,4939,126,360,1.0,Urban,Y
LP004098,Male,Yes,0,Not Graduate,Salaried,2630,0,121,360,1.0,Urban,Y
LP004099,Male,Yes,0,Graduate,Salaried,15190,0,266,360,1.0,Semi-Urban,N
LP004100,Male,No,0,Not Graduate,Salaried,7639,0,246,360,1.0,Urban,Y
LP004101,Male,Yes,0,Graduate,Salaried,1887,0,224,360,1.0,Rural,N
LP004102,Male,Yes,1,Not Graduate,Salaried,698,1768,247,360,1.0,Semi-Urban,N
LP004103,Female,No,0,Graduate,Salaried,1969,21137,225,360,1.0,Urban,Y
LP004104,Male,Yes,2,Graduate,Salaried,5751,6891,138,360,0.0,Semi-Urban,Y
LP004105,Male,Yes,0,Graduate,Self-Employed,2612,0,132,360,1.0,Urban,Y
LP004106,Male,Yes,2,Graduate,Self-Employed,2417,0,154,360,1.0,Semi-Urban,N
LP004107,Male,Yes,2,Not Graduate,Salaried,2726,0,127,360,1.0,Semi-Urban,Y
LP004108,Male,Yes,0,Graduate,Salaried,4570,0,77,360,1.0,Semi-Urban,N
LP004109,Male,No,0,Graduate,Salaried,10771,0,157,360,1.0,Rural,N
LP004110,Male,Yes,1,Graduate,Salaried,4912,0,50,360,1.0,Urban,Y
LP004111,Male,No,0,Graduate,Salaried,5228,8794,148,360,0.0,Urban,Y
LP004112,Male,No,2,Graduate,Salaried,3925,0,80,360,0.0,Semi-Urban,N
LP004113,Male,Yes,0,Graduate,Self-Employed,2982,0,135,180,0.0,Urban,N
LP004114,Male,Yes,1,Graduate,Salaried,12018,0,151,180,1.0,Semi-Urban,Y
LP004115,Male,Yes,0,Graduate,Salaried,10325,0,118,120,0.0,Semi-Urban,Y
LP004116,Female,No,1,Not Graduate,Salaried,37997,0,50,360,1.0,Urban,N
LP004117,Male,No,0,Not Graduate,Salaried,9050,2108,68,360,0.0,Semi-Urban,N
LP004118,Male,Yes,1,Graduate,Self-Employed,2985,0,167,360,0.0,Semi-Urban,Y
LP004119,Male,No,0,Graduate,Salaried,1988,0,106,360,0.0,Urban,N
LP004120,Male,Yes,0,Graduate,Salaried,12745,0,173,360,1.0,Rural,Y
LP004121,Male,No,2,Graduate,Salaried,2175,0,140,360,1.0,Semi-Urban,N
LP004122,Male,Yes,1,Graduate,Salaried,11045,0,128,360,1.0,Semi-Urban,N
LP004123,Male,Yes,2,Graduate,Salaried,2298,0,160,360,1.0,Semi-Urban,N
LP004124,Male,No,0,Graduate,Salaried,6968,0,99,360,1.0,Rural,N
LP004125,Male,Yes,0,Graduate,Salaried,1703,1617,164,360,1.0,Rural,Y
LP004126,Male,Yes,0,Graduate,Salaried,10720,0,114,360,1.0,Urban,Y
LP004127,Male,Yes,1,Not Graduate,Salaried,1431,0,292,360,1.0,Rural,N
LP004128,Male,Yes,0,Graduate,Salaried,6457,0,71,360,1.0,Urban,Y
LP004129,Female,Yes,0,Graduate,Self-Employed,4032,2793,118,360,0.0,Rural,N
LP004130,Female,No,2,Not Graduate,Salaried,5441,2832,120,180,1.0,Semi-Urban,Y
LP004131,Female,Yes,0,Graduate,Salaried,3308,0,58,360,1.0,Semi-Urban,Y
LP004132,Female,Yes,2,Graduate,Self-Employed,3231,0,183,360,1.0,Urban,N
LP004133,Female,No,0,Graduate,Self-Employed,5737,1194,114,360,1.0,Semi-Urban,Y
LP004134,Male,Yes,2,Graduate,Salaried,1804,0,50,360,1.0,Urban,Y
LP004135,Male,Yes,1,Graduate,Salaried,1793,0,181,120,1.0,Semi-Urban,N
LP004136,Male,No,1,Graduate,Salaried,3433,0,101,360,0.0,Urban,N
LP004137,Male,No,0,Graduate,Salaried,3302,0,133,360,1.0,Semi-Urban,N
LP004138,Male,Yes,2,Not Graduate,Salaried,1798,0,180,360,1.0,Semi-Urban,Y
LP004139,Male,No,0,Graduate,Salaried,12384,1691,118,360,1.0,Rural,Y
LP004140,Male,Yes,1,Not Graduate,Salaried,3517,0,117,180,1.0,Rural,Y
LP004141,Male,No,0,Graduate,Salaried,3918,2718,287,360,1.0,Rural,Y
LP004142,Female,Yes,0,Not Graduate,Self-Employed,1303,0,50,360,1.0,Urban,Y
LP004143,Male,No,2,Graduate,Salaried,39012,4490,62,360,1.0,Urban,Y
LP004144,Male,Yes,0,Graduate,Salaried,55662,1376,74,180,1.0,Urban,Y
LP004145,Male,No,1,Graduate,Salaried,2252,1260,247,180,1.0,Semi-Urban,Y
LP004146,Male,No,0,Graduate,Self-Employed,16748,0,101,360,1.0,Semi-Urban,Y
LP004147,Female,No,2,Graduate,Salaried,4483,36820,154,360,0.0,Semi-Urban,Y
LP004148,Male,Yes,2,Graduate,Salaried,24434,0,111,360,1.0,Rural,Y
LP004149,Male,Yes,0,Not Graduate,Self-Employed,6879,0,176,120,0.0,Semi-Urban,N
LP004150,Male,Yes,0,Not Graduate,Salaried,5430,0,139,360,1.0,Rural,Y
LP004151,Male,No,1,Graduate,Salaried,403,0,155,360,1.0,Urban,N
LP004152,Male,Yes,0,Graduate,Self-Employed,2041,1854,217,360,1.0,Urban,Y
LP004153,Male,No,0,Graduate,Self-Employed,5016,1198,166,360,1.0,Semi-Urban,Y
LP004154,Male,No,0,Graduate,Salaried,5994,0,95,360,1.0,Semi-Urban,Y
LP004155,Male,Yes,0,Not Graduate,Salaried,1458,0,158,360,1.0,Rural,Y
LP004156,Male,No,0,Graduate,Salaried,2371,0,285,180,1.0,Semi-Urban,N
LP004157,Female,Yes,0,Not Graduate,Salaried,8547,0,173,360,1.0,Semi-Urban,Y
LP004158,Male,Yes,0,Graduate,Salaried,1232,1315,149,360,0.0,Semi-Urban,N
LP004159,Female,Yes,0,Graduate,Salaried,5617,0,57,360,0.0,Semi-Urban,N
LP004160,Male,Yes,0,Graduate,Salaried,16948,32989,183,360,1.0,Semi-Urban,Y
LP004161,Male,No,0,Graduate,Salaried,7226,0,192,120,1.0,Urban,N
LP004162,Male,Yes,0,Graduate,Salaried,6873,0,158,360,1.0,Urban,Y
LP004163,Male,Yes,2,Not Graduate,Salaried,651,0,146,360,1.0,Urban,Y
LP004164,Male,No,0,Graduate,Salaried,2160,0,309,360,1.0,Semi-Urban,N
LP004165,Male,No,1,Graduate,Salaried,38338,1882,191,360,1.0,Rural,Y
LP004166,Male,Yes,1,Graduate,Salaried,2699,0,214,120,0.0,Rural,N
LP004167,Female,No,0,Graduate,Salaried,17404,7774,144,360,1.0,Semi-Urban,Y
LP004168,Male,Yes,0,Graduate,Salaried,2668,0,132,180,1.0,Semi-Urban,Y
LP004169,Male,Yes,0,Graduate,Salaried,3722,0,177,360,1.0,Semi-Urban,N
LP004170,Male,Yes,1,Graduate,Salaried,8230,0,132,360,1.0,Rural,Y
LP004171,Male,Yes,0,Not Graduate,Salaried,5435,1922,136,360,1.0,Urban,N
LP004172,Male,No,2,Graduate,Salaried,7197,0,167,360,1.0,Rural,Y
LP004173,Male,Yes,1,Not Graduate,Salaried,2168,0,109,360,1.0,Semi-Urban,Y
LP004174,Male,No,0,Graduate,Salaried,1577,0,153,360,0.0,Urban,Y
LP004175,Male,Yes,0,Not Graduate,Self-Employed,2026,0,144,360,1.0,Semi-Urban,Y
LP004176,Male,Yes,0,Graduate,Salaried,2886,0,198,360,1.0,Semi-Urban,Y
LP004177,Male,No,0,Graduate,Salaried,3907,3110,103,360,0.0,Urban,Y
LP004178,Female,No,0,Not Graduate,Salaried,13867,1182,50,360,1.0,Semi-Urban,Y
LP004179,Female,Yes,1,Graduate,Salaried,5363,0,121,360,1.0,Urban,Y
LP004180,Male,Yes,1,Graduate,Salaried,7979,0,163,360,1.0,Urban,Y
LP004181,Male,Yes,0,Graduate,Salaried,5662,0,197,360,0.0,Rural,N
LP004182,Male,Yes,0,Not Graduate,Salaried,1610,0,98,360,1.0,Semi-Urban,Y
LP004183,Male,No,0,Not Graduate,Salaried,5000,0,172,360,1.0,Rural,Y
LP004184,Male,No,0,Graduate,Salaried,5601,0,208,360,1.0,Rural,Y
LP004185,Male,Yes,1,Graduate,Salaried,10508,0,185,360,1.0,Rural,N
LP004186,Male,No,0,Not Graduate,Salaried,1688,0,92,360,1.0,Rural,Y
LP004187,Male,Yes,1,Graduate,Salaried,638,0,99,360,1.0,Rural,N
LP004188,Male,Yes,2,Graduate,Salaried,5862,1378,166,360,0.0,Urban,Y
LP004189,Female,Yes,0,Graduate,Salaried,7001,0,237,360,1.0,Semi-Urban,Y
LP004190,Male,Yes,0,Graduate,Salaried,4107,6703,140,360,0.0,Urban,Y
LP004191,Male,Yes,0,Graduate,Self-Employed,5054,0,130,360,1.0,Urban,Y
LP004192,Female,Yes,0,Graduate,Salaried,11834,0,57,360,1.0,Rural,Y
LP004193,Female,Yes,0,Graduate,Salaried,3106,0,118,360,0.0,Urban,Y
LP004194,Male,Yes,1,Graduate,Salaried,3719,0,97,360,1.0,Semi-Urban,Y
LP004195,Male,No,0,Graduate,Salaried,5318,1995,141,360,1.0,Urban,Y
LP004196,Male,Yes,1,Graduate,Salaried,1451,1004,50,360,1.0,Rural,Y
LP004197,Female,Yes,1,Not Graduate,Salaried,4222,0,120,360,1.0,Semi-Urban,Y
LP004198,Female,No,2,Graduate,Self-Employed,4611,0,79,360,1.0,Semi-Urban,N
LP004199,Male,No,0,Graduate,Salaried,25261,0,196,360,1.0,Urban,Y
LP004200,Male,No,2,Not Graduate,Salaried,3647,0,88,360,1.0,Semi-Urban,Y
LP004201,Male,Yes,1,Graduate,Salaried,6002,1134,105,360,1.0,Semi-Urban,Y
LP004202,Male,Yes,0,Graduate,Salaried,12315,0,156,360,1.0,Semi-Urban,Y
LP004203,Male,Yes,2,Graduate,Salaried,2127,2284,112,120,1.0,Rural,Y
LP004204,Female,Yes,2,Graduate,Salaried,19452,0,281,360,1.0,Semi-Urban,Y
LP004205,Male,No,0,Not Graduate,Salaried,28677,10471,195,360,1.0,Urban,Y
LP004206,Female,Yes,1,Not Graduate,Salaried,4774,0,141,360,1.0,Rural,Y
LP004207,Female,Yes,0,Graduate,Salaried,2865,5208,162,360,0.0,Rural,Y
LP004208,Male,Yes,0,Graduate,Salaried,25012,2432,50,180,1.0,Rural,N
LP004209,Male,Yes,0,Graduate,Salaried,10890,0,213,360,1.0,Urban,Y
LP004210,Male,No,0,Graduate,Salaried,5334,0,170,360,1.0,Rural,N
LP004211,Male,Yes,0,Graduate,Self-Employed,20472,0,135,360,1.0,Semi-Urban,N
LP004212,Male,Yes,0,Graduate,Salaried,18416,0,173,360,1.0,Urban,Y
LP004213,Male,Yes,1,Graduate,Self-Employed,3511,4313,181,360,1.0,Urban,N
LP004214,Male,Yes,0,Graduate,Salaried,6302,0,115,360,1.0,Semi-Urban,Y
LP004215,Male,Yes,0,Not Graduate,Salaried,8749,0,162,360,1.0,Urban,Y
LP004216,Male,Yes,0,Graduate,Salaried,5058,0,202,360,1.0,Semi-Urban,Y
LP004217,Male,Yes,0,Graduate,Self-Employed,1223,0,167,360,1.0,Rural,N
LP004218,Male,No,0,Graduate,Salaried,1923,0,124,360,1.0,Semi-Urban,N
LP004219,Male,No,0,Graduate,Salaried,1263,0,157,360,1.0,Urban,N
LP004220,Male,No,0,Graduate,Salaried,8045,0,222,360,0.0,Semi-Urban,N
LP004221,Male,No,0,Graduate,Self-Employed,1503,0,187,360,1.0,Semi-Urban,N
LP004222,Male,Yes,0,Graduate,Self-Employed,5957,1694,70,360,1.0,Rural,Y
LP004223,Male,Yes,2,Graduate,Self-Employed,30696,0,175,360,1.0,Rural,Y
LP004224,Male,Yes,0,Not Graduate,Self-Employed,20491,0,167,360,1.0,Rural,N
LP004225,Male,No,1,Graduate,Salaried,782,4096,209,360,1.0,Semi-Urban,Y
LP004226,Female,No,0,Graduate,Salaried,1368,0,141,120,1.0,Semi-Urban,N
LP004227,Male,No,0,Graduate,Salaried,2260,0,117,360,1.0,Urban,Y
LP004228,Male,Yes,0,Not Graduate,Salaried,1526,0,57,360,1.0,Urban,Y
LP004229,Male,No,2,Graduate,Salaried,940,0,98,360,1.0,Semi-Urban,Y
LP004230,Male,Yes,0,Graduate,Self-Employed,4861,0,212,360,0.0,Urban,N
LP004231,Male,Yes,1,Not Graduate,Salaried,9947,0,151,360,1.0,Semi-Urban,Y
LP004232,Male,Yes,0,Graduate,Salaried,12759,5100,134,360,1.0,Semi-Urban,Y
LP004233,Male,Yes,0,Graduate,Self-Employed,3058,1693,217,360,1.0,Semi-Urban,Y
LP004234,Male,Yes,2,Graduate,Salaried,3744,0,205,360,1.0,Urban,Y
LP004235,Male,Yes,0,Graduate,Salaried,7014,0,95,360,1.0,Urban,Y
LP004236,Male,Yes,0,Graduate,Salaried,4409,0,212,360,1.0,Urban,Y
LP004237,Male,Yes,0,Graduate,Salaried,11054,1081,50,360,0.0,Urban,Y
LP004238,Female,No,0,Not Graduate,Salaried,7558,0,167,360,1.0,Semi-Urban,Y
LP004239,Male,No,0,Graduate,Salaried,3373,0,160,360,1.0,Rural,Y
LP004240,Male,Yes,0,Graduate,Salaried,767,0,208,360,1.0,Rural,N
LP004241,Male,No,0,Graduate,Self-Employed,22005,0,162,360,1.0,Urban,Y
LP004242,Male,No,0,Not Graduate,Salaried,2474,0,125,360,0.0,Semi-Urban,N
LP004243,Male,Yes,0,Graduate,Salaried,7027,0,130,360,1.0,Urban,Y
LP004244,Male,Yes,2,Graduate,Self-Employed,722,2152,301,120,0.0,Urban,N
LP004245,Male,Yes,0,Graduate,Salaried,4859,0,144,360,1.0,Rural,Y
LP004246,Male,Yes,1,Graduate,Salaried,5433,0,175,180,1.0,Rural,N
LP004247,Male,No,1,Graduate,Salaried,5702,0,50,360,0.0,Rural,Y
LP004248,Male,No,0,Graduate,Salaried,100086,1123,90,360,1.0,Semi-Urban,Y
LP004249,Female,Yes,0,Graduate,Salaried,2614,0,171,180,1.0,Rural,Y
LP004250,Male,No,0,Not Graduate,Salaried,11166,0,50,360,1.0,Urban,Y
LP004251,Male,No,0,Graduate,Salaried,8293,1570,172,120,1.0,Rural,Y
LP004252,Male,No,0,Graduate,Salaried,2493,1341,96,360,1.0,Urban,Y
LP004253,Male,Yes,1,Not Graduate,Salaried,11000,0,77,180,1.0,Semi-Urban,Y
LP004254,Male,No,0,Not Graduate,Salaried,4170,0,96,360,1.0,Urban,Y
LP004255,Male,Yes,0,Graduate,Salaried,11792,0,231,360,1.0,Semi-Urban,Y
LP004256,Male,Yes,0,Not Graduate,Self-Employed,34925,0,160,180,0.0,Semi-Urban,Y
LP004257,Male,Yes,2,Graduate,Salaried,5714,0,85,360,1.0,Rural,Y
LP004258,Male,Yes,0,Graduate,Salaried,3710,0,186,360,1.0,Semi-Urban,Y
LP004259,Male,No,0,Not Graduate,Salaried,14066,2013,189,360,1.0,Semi-Urban,Y
LP004260,Female,Yes,0,Graduate,Salaried,19863,14709,117,360,1.0,Semi-Urban,N
LP004261,Male,Yes,0,Graduate,Salaried,2031,0,197,120,1.0,Urban,Y
LP004262,Male,Yes,1,Graduate,Salaried,3124,0,200,360,1.0,Rural,Y
LP004263,Male,No,1,Graduate,Salaried,9656,0,191,360,1.0,Semi-Urban,Y
LP004264,Male,Yes,1,Graduate,Salaried,4306,0,99,360,1.0,Semi-Urban,N
LP004265,Male,No,0,Graduate,Salaried,1892,0,69,360,1.0,Rural,Y
LP004266,Male,Yes,2,Not Graduate,Salaried,8439,2360,50,360,1.0,Rural,Y
LP004267,Male,Yes,0,Graduate,Salaried,9618,1378,100,360,1.0,Semi-Urban,Y
LP004268,Male,Yes,0,Graduate,Salaried,3517,7288,117,360,1.0,Rural,Y
LP004269,Male,Yes,0,Not Graduate,Salaried,5225,0,122,360,1.0,Urban,Y
LP004270,Male,Yes,0,Graduate,Salaried,2761,0,137,180,1.0,Rural,Y
LP004271,Male,Yes,0,Graduate,Salaried,1643,2107,243,360,1.0,Urban,Y
LP004272,Male,No,0,Graduate,Salaried,2989,3544,119,360,1.0,Rural,Y
LP004273,Male,Yes,0,Graduate,Salaried,5291,0,137,360,0.0,Semi-Urban,N
LP004274,Male,Yes,0,Graduate,Salaried,1124,0,50,360,1.0,Semi-Urban,Y
LP004275,Female,Yes,1,Graduate,Salaried,3216,0,273,360,1.0,Semi-Urban,Y
LP004276,Female,No,2,Graduate,Salaried,5365,0,61,360,1.0,Urban,Y
LP004277,Female,Yes,0,Graduate,Salaried,16230,0,97,360,1.0,Rural,Y
LP004278,Male,Yes,1,Graduate,Salaried,3595,0,181,360,1.0,Urban,Y
LP004279,Male,No,2,Not Graduate,Salaried,1413,6959,154,360,0.0,Semi-Urban,Y
LP004280,Male,Yes,2,Graduate,Self-Employed,3985,3426,238,360,1.0,Urban,Y
LP004281,Male,Yes,0,Graduate,Self-Employed,2788,1357,183,360,1.0,Urban,Y
LP004282,Male,Yes,1,Graduate,Salaried,8537,0,135,360,1.0,Rural,Y
LP004283,Female,Yes,0,Not Graduate,Self-Employed,3505,0,202,120,1.0,Urban,Y
LP004284,Female,Yes,0,Graduate,Salaried,326,1257,209,360,1.0,Urban,N
LP004285,Male,Yes,1,Not Graduate,Salaried,197131,0,100,180,1.0,Urban,Y
LP004286,Male,Yes,1,Graduate,Salaried,5666,0,197,360,0.0,Rural,N
LP004287,Male,Yes,0,Not Graduate,Salaried,5373,0,126,360,1.0,Urban,Y
LP004288,Female,Yes,1,Graduate,Self-Employed,1052,0,133,360,1.0,Semi-Urban,N
LP004289,Female,No,0,Graduate,Salaried,1136,1246,148,120,0.0,Rural,N
LP004290,Male,No,0,Graduate,Self-Employed,4483,0,117,360,1.0,Urban,Y
LP004291,Male,No,0,Graduate,Salaried,6878,0,113,180,1.0,Urban,Y
LP004292,Female,Yes,2,Graduate,Salaried,9918,0,199,360,1.0,Rural,Y
LP004293,Male,Yes,2,Graduate,Salaried,6231,0,50,360,0.0,Rural,Y
LP004294,Male,Yes,1,Graduate,Salaried,1501,0,76,360,1.0,Rural,Y
LP004295,Female,Yes,0,Graduate,Salaried,401,1034,180,180,1.0,Rural,N
LP004296,Male,No,0,Graduate,Salaried,4446,0,135,360,1.0,Semi-Urban,Y
LP004297,Male,Yes,0,Graduate,Self-Employed,2881,0,199,360,1.0,Urban,Y
LP004298,Male,Yes,0,Graduate,Salaried,1390,0,161,360,1.0,Urban,N
LP004299,Male,Yes,0,Graduate,Salaried,11249,1205,59,360,0.0,Semi-Urban,Y
LP004300,Female,Yes,0,Graduate,Salaried,1016,0,143,360,1.0,Rural,N
LP004301,Male,Yes,0,Graduate,Self-Employed,9108,0,172,360,1.0,Rural,Y
LP004302,Female,Yes,2,Graduate,Salaried,1199,0,154,360,1.0,Urban,N
LP004303,Male,Yes,0,Graduate,Salaried,5620,0,111,360,0.0,Rural,N
LP004304,Male,No,1,Graduate,Salaried,12506,0,123,120,1.0,Semi-Urban,Y
LP004305,Male,Yes,0,Graduate,Salaried,3505,1809,106,360,0.0,Urban,N
LP004306,Male,No,0,Graduate,Salaried,26633,0,60,360,0.0,Urban,Y
LP004307,Male,No,0,Not Graduate,Salaried,33452,0,52,240,0.0,Semi-Urban,Y
LP004308,Male,Yes,0,Graduate,Self-Employed,6230,0,163,360,0.0,Semi-Urban,N
LP004309,Male,No,0,Graduate,Self-Employed,8445,0,87,360,0.0,Rural,Y
LP004310,Male,Yes,0,Graduate,Salaried,14195,0,174,360,1.0,Urban,N
LP004311,Male,No,1,Graduate,Self-Employed,8471,1685,104,360,1.0,Rural,Y
LP004312,Male,Yes,2,Graduate,Salaried,7610,0,61,360,1.0,Urban,Y
LP004313,Male,Yes,0,Graduate,Salaried,2910,0,115,360,1.0,Semi-Urban,Y
LP004314,Male,Yes,0,Not Graduate,Salaried,909,0,265,360,1.0,Semi-Urban,N
LP004315,Male,Yes,2,Not Graduate,Salaried,1224,0,134,360,1.0,Semi-Urban,N
LP004316,Male,No,1,Graduate,Salaried,53229,0,178,180,1.0,Rural,Y
LP004317,Male,Yes,0,Graduate,Salaried,6784,1297,150,360,0.0,Semi-Urban,Y
LP004318,Male,No,1,Graduate,Salaried,3844,0,55,360,1.0,Rural,Y
LP004319,Female,Yes,0,Graduate,Salaried,17384,0,226,360,1.0,Rural,N
LP004320,Male,No,0,Not Graduate,Salaried,2322,0,125,360,1.0,Rural,N
LP004321,Male,Yes,0,Graduate,Salaried,8805,0,61,360,1.0,Urban,Y
LP004322,Male,Yes,0,Graduate,Salaried,5309,0,109,360,1.0,Rural,N
LP004323,Male,Yes,0,Graduate,Salaried,7785,0,127,360,0.0,Semi-Urban,Y
LP004324,Male,No,0,Graduate,Self-Employed,3510,0,184,360,1.0,Semi-Urban,Y
LP004325,Male,Yes,2,Not Graduate,Salaried,1873,0,99,360,1.0,Semi-Urban,Y
LP004326,Male,Yes,0,Graduate,Salaried,2158,1351,297,360,1.0,Rural,Y
LP004327,Female,Yes,0,Graduate,Salaried,2244,0,83,360,1.0,Semi-Urban,N
LP004328,Male,No,0,Graduate,Salaried,4900,1281,176,360,1.0,Urban,Y
LP004329,Male,Yes,0,Not Graduate,Self-Employed,1036,1045,50,360,1.0,Semi-Urban,Y
LP004330,Male,Yes,0,Graduate,Salaried,1411,0,132,360,0.0,Semi-Urban,N
LP004331,Male,Yes,1,Not Graduate,Salaried,5628,1811,162,360,1.0,Semi-Urban,Y
LP004332,Male,No,1,Graduate,Self-Employed,4325,0,72,360,1.0,Rural,Y
LP004333,Male,No,0,Not Graduate,Salaried,5944,1625,229,360,0.0,Urban,N
LP004334,Male,Yes,0,Graduate,Salaried,4698,0,166,360,0.0,Rural,N
LP004335,Female,Yes,1,Graduate,Salaried,61019,0,120,120,1.0,Urban,Y
LP004336,Male,Yes,0,Graduate,Salaried,5578,0,165,120,1.0,Rural,Y
