ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
3/9/2060,38,20064,486,Self-Employed,Master,16,31751,48,Divorced,2,Rent,664,0.191532474,5,1,0.318473473,0,Home,0,19,20,1348,5158,3998,1672,0.797128453,5,1160,0.283751,0.287726016,1120.672049,1.067387589,0,58
3/10/2060,52,15000,565,Employed,High School,32,40756,48,Married,2,Other,348,0.231396722,1,0,0.181723479,0,Home,0,27,17,10292,162969,13264,1250,0.941504239,4,149705,0.253256,0.276724984,1412.806921,1.408645537,0,48
3/11/2060,39,40081,606,Self-Employed,Bachelor,17,19920,60,Single,1,Rent,415,0.280107229,5,2,0.124973084,1,Home,0,24,21,8070,30884,34715,3340.083333,0.533851766,5,2841,0.22192,0.246031423,580.0528008,0.297912567,0,63
3/12/2060,49,45678,496,Self-Employed,Associate,28,33109,60,Married,2,Own,466,0.393185238,4,1,0.226158143,0,Auto,0,29,8,1401,33488,15139,3806.5,0.713795923,4,18349,0.290109,0.278738051,1028.356717,0.392580249,0,57
3/13/2060,34,43276,634,Employed,Master,13,36087,60,Single,1,Own,436,0.231104923,5,2,0.151525969,0,Auto,0,19,19,1060,16893,51430,3606.333333,0.757736096,9,2668,0.224087,0.230223221,1017.772395,0.403116479,0,48
3/14/2060,42,37199,582,Employed,Bachelor,22,11116,24,Single,0,Rent,209,0.080649727,3,0,0.187558559,0,Home,0,22,21,4729,31536,27376,3099.916667,0.943779754,5,4160,0.195116,0.188078221,559.3048368,0.247846932,1,40
3/15/2060,30,38544,536,Employed,High School,7,35162,24,Married,2,Mortgage,325,0.286745161,1,3,0.26842575,0,Education,0,21,21,50439,51546,55003,3212,0.724086993,5,8832,0.242162,0.207381573,1802.303235,0.662298641,0,53
3/16/2060,54,15000,656,Employed,Associate,32,26534,60,Single,3,Rent,399,0.310576418,2,0,0.22935701,0,Debt Consolidation,0,29,27,9383,177998,6535,1250,0.824429925,3,171463,0.203534,0.196611833,697.9958144,0.877596652,0,44
3/17/2060,29,48464,528,Employed,High School,7,11597,60,Widowed,2,Mortgage,523,0.173702517,1,0,0.460367031,0,Home,0,24,17,6346,15055,22589,4038.666667,0.891471294,12,1160,0.252597,0.262087695,348.6543913,0.215827268,0,56
3/18/2060,36,48758,487,Employed,Bachelor,16,19255,96,Widowed,0,Own,282,0.195200792,4,1,0.047808465,0,Debt Consolidation,0,20,10,5434,28307,54150,4063.166667,0.7199,5,6156,0.310755,0.304579544,537.14991,0.201603817,0,50
3/19/2060,36,90369,612,Employed,Bachelor,14,13491,36,Single,0,Mortgage,587,0.274668398,7,0,0.026776293,0,Auto,0,26,29,383,15742,3865,7530.75,0.939273912,3,11877,0.192491,0.155114845,471.0561849,0.140498116,1,36.8
3/20/2060,35,34035,540,Self-Employed,Associate,10,22111,48,Married,0,Mortgage,551,0.148994271,2,1,0.284983093,0,Debt Consolidation,0,27,15,1043,11067,2284,2836.25,0.680015129,2,8783,0.247111,0.252726852,736.5040982,0.453945914,0,55
3/21/2060,48,41777,621,Unemployed,Associate,23,11757,24,Married,0,Rent,965,0.601003068,3,1,0.542675045,0,Auto,0,27,25,1658,38228,60251,3481.416667,0.83086523,6,5146,0.176257,0.171806723,582.3138681,0.444449492,0,61
3/22/2060,36,45080,550,Employed,High School,13,32526,48,Married,2,Mortgage,337,0.1182508,4,1,0.172997661,0,Home,0,23,6,4401,106353,24517,3756.666667,0.918919433,5,81836,0.252526,0.263930337,1103.89354,0.383556399,0,50
3/23/2060,56,69563,537,Employed,High School,34,8580,48,Single,1,Mortgage,230,0.119761318,4,1,0.18009731,0,Education,1,27,3,7351,63522,26629,5796.916667,0.956628562,8,36893,0.23508,0.236994217,278.2999197,0.087684531,0,58
3/24/2060,30,100342,519,Employed,Bachelor,6,19970,60,Single,2,Mortgage,766,0.11110256,4,2,0.184639074,0,Debt Consolidation,0,20,20,3149,123190,16038,8361.833333,0.743294355,9,107152,0.26547,0.261218839,599.3529952,0.163283928,1,35.2
3/25/2060,42,52283,495,Employed,Bachelor,21,14532,24,Married,3,Mortgage,289,0.230760983,3,2,0.27780772,0,Education,0,14,26,4188,143152,24744,4356.916667,0.80929218,4,118408,0.242032,0.231733859,762.3403942,0.241303765,1,38.4
3/26/2060,30,55722,556,Employed,Associate,8,10393,12,Married,3,Other,212,0.276963179,5,0,0.440278095,0,Auto,0,25,1,5690,119858,8154,4643.5,0.86292767,8,111704,0.197393,0.210538276,967.9999623,0.254118652,0,56
3/27/2060,45,60377,617,Employed,Master,24,11495,60,Married,4,Other,516,0.156771321,2,0,0.257343167,0,Auto,0,32,22,8761,35239,15522,5031.416667,0.357930177,7,19717,0.207995,0.22598311,321.4020945,0.166434654,1,38.4
3/28/2060,39,36118,585,Employed,Associate,15,32699,48,Divorced,0,Mortgage,272,0.376003824,5,1,0.148164375,0,Debt Consolidation,0,23,9,520,361480,120405,3009.833333,0.923303968,6,241075,0.235199,0.26231408,1106.783596,0.458093005,0,48
3/29/2060,38,15000,541,Employed,Bachelor,14,23508,36,Married,2,Rent,204,0.300252286,0,2,0.172255308,0,Debt Consolidation,0,25,9,15226,456637,38697,1250,0.902652261,6,417940,0.238008,0.242018672,924.7793865,0.903023509,0,47
3/30/2060,54,60967,453,Employed,Bachelor,32,28309,36,Single,4,Rent,513,0.350700022,2,0,0.128613526,0,Debt Consolidation,0,21,2,3137,81142,35746,5080.583333,0.815027322,3,45396,0.286809,0.271620739,1158.183903,0.328935438,0,54
3/31/2060,32,29619,605,Self-Employed,Master,6,31047,108,Married,0,Own,269,0.625176851,2,1,0.279270501,0,Debt Consolidation,0,29,1,2953,35448,4743,2468.25,0.8538784,3,30705,0.273547,0.281660721,793.4933628,0.430464241,0,60
4/1/2060,47,97849,658,Employed,Master,24,15342,60,Married,1,Own,478,0.232317541,0,0,0.176964291,0,Debt Consolidation,0,27,19,3332,364514,2050,8154.083333,0.689540074,3,362464,0.191342,0.180044315,389.6229496,0.106403493,1,29.6
4/2/2060,30,24672,521,Employed,Bachelor,7,30724,60,Divorced,1,Mortgage,586,0.324149858,3,0,0.261041562,0,Debt Consolidation,0,24,11,3745,64433,12091,2056,0.843090343,2,52342,0.275224,0.27111571,940.2172998,0.742323589,0,52
4/3/2060,41,31409,569,Employed,Bachelor,18,13824,36,Single,1,Own,197,0.111788371,3,0,0.282366212,0,Education,0,26,20,13990,121178,77653,2617.416667,0.915115018,2,43525,0.214324,0.204433828,516.8777543,0.27274135,1,41.6
4/4/2060,25,24542,596,Unemployed,Bachelor,5,66290,48,Widowed,0,Rent,283,0.178470974,4,1,0.197546844,0,Home,0,27,10,4556,23742,26612,2045.166667,0.756701465,2,4676,0.26329,0.297870234,2378.632988,1.301425958,0,54
4/5/2060,32,54539,575,Employed,High School,11,16963,96,Divorced,0,Mortgage,311,0.618092822,3,2,0.130366952,0,Education,0,22,20,12300,138126,3995,4544.916667,0.805441422,3,134131,0.264463,0.259231686,420.4803262,0.160944717,0,48
4/6/2060,39,45187,587,Employed,Associate,17,17089,36,Divorced,3,Mortgage,442,0.366211855,4,0,0.316335388,0,Debt Consolidation,0,24,11,5091,55663,12443,3765.583333,0.680262125,4,43220,0.208589,0.234804227,665.7970904,0.294190034,0,55
4/7/2060,61,62428,616,Employed,High School,39,24977,48,Single,3,Own,712,0.429535527,1,0,0.416376685,0,Home,0,22,18,6130,132854,34920,5202.333333,0.799329226,5,97934,0.211977,0.243314284,818.8792208,0.294267807,0,52
4/8/2060,41,15000,586,Employed,High School,17,31969,60,Married,3,Mortgage,391,0.537397483,2,2,0.380124473,0,Debt Consolidation,0,26,9,10475,134449,27113,1250,0.691314601,5,107336,0.243969,0.234106789,908.7802634,1.039824211,0,54
4/9/2060,59,171174,578,Employed,Bachelor,38,19067,60,Single,1,Mortgage,619,0.2476796,4,1,0.19646955,0,Auto,0,27,11,5991,183444,14580,14264.5,0.923597087,1,168864,0.235067,0.227273323,534.5249221,0.080866832,1,35.2
4/10/2060,42,32995,593,Employed,Master,19,10117,96,Single,1,Mortgage,212,0.382671588,2,0,0.075617524,0,Debt Consolidation,0,29,16,4132,272835,25323,2749.583333,0.927206718,3,247512,0.248617,0.210122718,218.4135453,0.156537734,1,37.6
4/11/2060,35,72115,592,Employed,Bachelor,12,41076,36,Widowed,1,Rent,611,0.345826865,8,0,0.284943299,0,Auto,0,20,8,1836,62481,47133,6009.583333,0.795888747,6,15348,0.230076,0.207923132,1543.164412,0.35845487,0,53
4/12/2060,58,85260,646,Employed,Master,35,29767,72,Married,3,Mortgage,369,0.517873112,2,1,0.390054362,0,Debt Consolidation,1,39,3,11933,94529,13130,7105,0.802074471,6,81399,0.221767,0.220226427,748.329559,0.157259614,0,58
4/13/2060,45,79947,581,Self-Employed,Associate,22,13856,60,Married,1,Own,228,0.566955218,4,2,0.1904815,1,Auto,0,20,22,4638,58143,7896,6662.25,0.677044008,7,50247,0.228356,0.206122452,371.8353938,0.090034957,1,51.2
4/14/2060,32,32648,621,Employed,Master,12,30776,12,Married,0,Other,203,0.189278067,3,0,0.156601665,0,Auto,0,13,25,3237,36965,13601,2720.666667,0.751353277,1,23364,0.185276,0.181164717,2823.24967,1.112319163,0,47
4/15/2060,45,42398,523,Employed,Associate,27,27307,60,Married,1,Own,347,0.422319418,3,0,0.068369233,0,Debt Consolidation,1,20,21,10382,53679,42881,3533.166667,0.907124975,4,10798,0.270807,0.248582879,799.2294896,0.324419875,0,58
4/16/2060,36,69634,536,Employed,Master,15,38198,36,Married,2,Own,589,0.14970528,2,2,0.263099424,0,Auto,0,22,16,1274,122780,31825,5802.833333,0.606992886,8,90955,0.255198,0.247573789,1513.848589,0.362383075,0,49
4/17/2060,18,51764,614,Employed,Bachelor,0,14761,96,Single,0,Own,298,0.280197612,3,1,0.079772226,0,Home,0,31,27,7736,11459,14490,4313.666667,0.746037804,5,1616,0.242761,0.232305142,339.6622165,0.147823711,0,47
4/18/2060,51,33664,581,Employed,Doctorate,31,22303,48,Single,2,Mortgage,520,0.254667409,5,1,0.184931338,0,Home,0,18,25,1054,34987,73011,2805.333333,0.931111325,3,5512,0.226803,0.224828738,708.5397925,0.437930059,0,51
4/19/2060,53,86002,630,Unemployed,Master,31,13940,96,Married,2,Mortgage,487,0.040124975,2,2,0.621540994,0,Education,1,25,15,1794,25857,27979,7166.833333,0.695568393,6,5037,0.23394,0.221632389,311.1642198,0.111369162,0,62
4/20/2060,62,215634,637,Employed,Associate,37,39903,36,Married,3,Other,396,0.252700116,6,3,0.422752721,0,Auto,1,19,15,6574,34996,6454,17969.5,0.815486325,7,28542,0.206403,0.200465529,1483.885133,0.104615328,1,45.6
4/21/2060,45,31084,586,Employed,High School,21,19901,24,Married,5,Own,282,0.201988398,1,3,0.54076884,0,Debt Consolidation,0,24,16,1524,43015,46731,2590.333333,0.651436589,5,1547,0.201901,0.194116437,1007.166546,0.497683649,0,59
4/22/2060,37,77895,581,Employed,Master,14,47522,36,Divorced,0,Mortgage,520,0.212326767,1,1,0.33793729,0,Debt Consolidation,0,15,6,984,115590,16292,6491.25,0.897950239,4,99298,0.242022,0.277064126,1958.150558,0.38176785,0,54
4/23/2060,50,60208,643,Employed,Bachelor,26,30048,24,Married,1,Rent,204,0.533663288,2,2,0.395992455,0,Auto,1,33,24,7132,11983,2400,5017.333333,0.878877296,2,9583,0.183548,0.183540212,1505.264321,0.340671868,0,58
4/24/2060,50,52719,658,Employed,Master,29,36494,72,Divorced,0,Other,1120,0.492845539,2,2,0.202351027,0,Auto,0,24,27,2836,117844,59343,4393.25,0.634883734,3,58501,0.222494,0.221022814,919.1698119,0.464159748,0,45
4/25/2060,59,89529,590,Employed,Associate,37,18232,12,Married,0,Rent,417,0.104223196,7,1,0.112689281,0,Auto,1,19,8,1532,88859,27004,7460.75,0.930093302,2,61855,0.188232,0.206996818,1695.023575,0.283084619,0,53
4/26/2060,39,64738,525,Employed,High School,15,20872,24,Single,2,Own,895,0.245355831,3,1,0.264163907,0,Education,0,24,13,2944,71961,30893,5394.833333,0.580185378,3,41068,0.233372,0.246292458,1110.09151,0.371668852,0,52
4/27/2060,38,35506,525,Employed,High School,16,45862,24,Single,3,Own,931,0.117462184,3,0,0.257431943,0,Other,0,25,24,6958,252802,15337,2958.833333,0.954105636,7,237465,0.258362,0.288033739,2536.10943,1.171782604,0,48
4/28/2060,31,91666,444,Employed,Bachelor,9,16633,120,Married,3,Own,208,0.486618159,3,1,0.226686668,0,Home,1,23,25,1111,38601,21910,7638.833333,0.889252973,1,16691,0.349633,0.309426629,450.1000707,0.086151909,0,58
4/29/2060,46,46576,585,Unemployed,High School,20,43592,60,Married,2,Rent,826,0.202819087,2,1,0.374220807,0,Home,0,20,24,3016,71526,107600,3881.333333,0.830552512,10,9310,0.256092,0.227659051,1223.023136,0.527917331,0,58
4/30/2060,21,94715,576,Unemployed,Bachelor,0,14995,36,Single,0,Rent,262,0.304663809,6,0,0.159445928,0,Home,0,22,16,12395,91729,10628,7892.916667,0.634742353,3,81101,0.211995,0.212646469,566.9772,0.105027993,1,40
5/1/2060,49,51405,604,Employed,Associate,23,23294,72,Single,1,Mortgage,641,0.088259833,4,0,0.103437748,0,Auto,0,23,13,3976,94707,15123,4283.75,0.839890197,5,79584,0.236294,0.228235172,596.7284411,0.288935732,0,44
5/2/2060,47,56960,629,Employed,Bachelor,28,18132,48,Divorced,1,Rent,211,0.590458867,3,0,0.491610188,0,Auto,0,27,16,20179,226034,27910,4746.666667,0.977542711,5,198124,0.198632,0.199564083,551.342294,0.16060582,1,40
5/3/2060,47,61993,615,Employed,Master,26,46479,36,Married,3,Rent,591,0.252403979,7,1,0.098397148,0,Home,0,23,23,4725,69981,44026,5166.083333,0.974970511,5,25955,0.223979,0.226083582,1789.715406,0.460835657,0,47
5/4/2060,41,58728,611,Employed,High School,18,32731,96,Single,1,Mortgage,447,0.265249451,3,1,0.68892685,0,Home,0,19,25,387,168021,11953,4894,0.923024759,6,156068,0.262231,0.276939669,850.5326255,0.265127222,0,51
5/5/2060,58,29446,594,Employed,Associate,35,18397,36,Single,0,Rent,371,0.212943971,3,0,0.273744973,0,Debt Consolidation,1,24,6,422,31047,9301,2453.833333,0.73801352,8,21746,0.206397,0.187586641,672.118134,0.425097385,0,62
5/6/2060,50,82121,654,Employed,Bachelor,32,15683,60,Single,0,Rent,204,0.379341374,6,2,0.46622199,0,Auto,0,20,17,1868,11535,14537,6843.416667,0.932092771,4,4864,0.193683,0.179772571,398.0511164,0.087975224,1,39.2
5/7/2060,32,122346,527,Employed,Master,10,31851,60,Widowed,3,Mortgage,423,0.138360866,3,0,0.044124042,0,Education,0,21,22,4179,34131,20672,10195.5,0.900749521,5,13459,0.273351,0.292672857,1016.199442,0.141160261,1,37.6
5/8/2060,32,61534,455,Employed,High School,5,18510,36,Single,4,Other,273,0.688319546,4,1,0.13692144,0,Auto,0,24,8,12716,81852,6068,5127.833333,0.933112359,3,75784,0.27601,0.276624782,762.2687172,0.201892037,0,51
5/9/2060,29,15000,564,Employed,Bachelor,6,37657,84,Single,3,Own,371,0.512324529,4,0,0.08794187,0,Home,0,27,26,10101,13244,7576,1250,0.906516036,7,5668,0.280657,0.29387292,1061.254344,1.145803475,0,53
5/10/2060,46,26437,651,Employed,Doctorate,22,9983,72,Divorced,0,Own,1084,0.562111042,4,0,0.473594034,0,Debt Consolidation,0,32,24,7229,112520,144390,2203.083333,0.826992041,4,4529,0.199483,0.178093364,226.6154862,0.59490055,0,53
5/11/2060,27,39644,546,Employed,Bachelor,6,27197,48,Single,0,Own,365,0.554620166,3,1,0.218811081,0,Auto,0,25,29,10904,94457,28090,3303.666667,0.575535697,5,66367,0.249197,0.270339392,932.9003068,0.392866605,0,52
5/12/2060,53,36468,633,Employed,Master,30,28594,60,Divorced,2,Other,309,0.066807428,0,1,0.583278547,0,Education,0,22,13,1278,27147,21118,3039,0.673226532,4,6029,0.217094,0.210944667,775.084028,0.356723932,0,55
5/13/2060,55,112560,645,Self-Employed,Master,33,21706,60,Married,0,Mortgage,513,0.241142838,3,0,0.022290429,0,Debt Consolidation,0,25,28,1518,107368,123892,9380,0.649674043,9,1478,0.204206,0.218383074,597.5023093,0.118390438,1,39.2
5/14/2060,29,37912,587,Employed,Master,4,26672,72,Single,0,Mortgage,352,0.556175749,0,2,0.605654374,0,Auto,0,21,24,4929,77263,166105,3159.333333,0.977785862,3,2818,0.248172,0.242971652,707.0085149,0.335199994,0,60
5/15/2060,37,64199,518,Self-Employed,Bachelor,12,23712,36,Married,4,Mortgage,371,0.162069954,6,0,0.281238317,0,Home,0,23,2,1010,210557,9818,5349.916667,0.468733569,3,200739,0.249712,0.283476381,985.2721884,0.253512769,0,54
5/16/2060,40,161172,547,Employed,Bachelor,17,15760,72,Married,0,Mortgage,326,0.43648304,4,1,0.125666954,0,Home,0,24,14,8447,187834,3954,13431,0.844129787,4,183880,0.25726,0.250378414,424.8959364,0.055907672,1,36
5/17/2060,50,37502,530,Employed,High School,27,13518,60,Divorced,1,Own,319,0.055283365,1,0,0.528436629,0,Education,0,31,5,3947,22461,18114,3125.166667,0.867372495,6,4347,0.253518,0.257598016,402.81522,0.230968552,0,60
5/18/2060,59,27811,579,Employed,High School,40,13870,48,Married,1,Own,438,0.419013404,2,0,0.342157442,0,Other,0,27,20,1435,117381,79116,2317.583333,0.738516748,3,38265,0.21937,0.211776141,430.8203263,0.374882022,0,57
5/19/2060,19,53210,573,Employed,High School,0,31633,72,Married,1,Rent,292,0.755023063,4,3,0.280140086,0,Home,0,29,9,3839,19093,8648,4434.166667,0.778406176,4,10445,0.260133,0.234525707,822.315903,0.251302215,0,55
5/20/2060,36,41115,562,Employed,High School,13,18001,48,Married,1,Own,427,0.164556174,3,1,0.39862669,0,Home,0,23,28,7492,62027,4483,3426.25,0.698285681,6,57544,0.232001,0.242799064,589.6546282,0.296725174,0,52
5/21/2060,36,47138,588,Employed,High School,12,23736,36,Divorced,4,Own,283,0.184952115,2,0,0.405043156,0,Home,0,23,24,2201,26974,60821,3928.166667,0.748453505,4,3399,0.214736,0.194484301,875.4582269,0.294910661,0,56
5/22/2060,23,93800,571,Employed,High School,0,10849,36,Married,4,Rent,530,0.419175977,1,0,0.416573645,0,Home,0,28,16,3028,26755,10713,7816.666667,0.829968613,4,16042,0.210349,0.177120827,390.6521602,0.11778066,1,44.8
5/23/2060,34,18081,496,Employed,High School,13,22143,48,Single,0,Rent,212,0.267049053,0,1,0.105378404,0,Home,0,14,23,1073,65378,15553,1506.75,0.77665471,6,49825,0.269143,0.286154288,779.5486214,0.658071094,0,52
5/24/2060,45,81695,590,Employed,High School,26,16876,72,Divorced,0,Mortgage,246,0.081438183,4,1,0.243977502,0,Debt Consolidation,0,20,21,6790,99549,22963,6807.916667,0.811437437,2,76586,0.236876,0.218476311,422.5035639,0.098195027,1,38.4
5/25/2060,36,31566,604,Employed,High School,12,52958,36,Single,0,Own,806,0.44945878,3,3,0.143082777,0,Home,0,26,4,2614,46476,70762,2630.5,0.754663114,4,6721,0.235958,0.24315085,2086.464724,1.099587426,0,52
5/26/2060,21,115222,557,Employed,Associate,0,17786,24,Single,1,Mortgage,221,0.393904232,0,0,0.138348427,0,Auto,0,23,25,1803,102863,6286,9601.833333,0.753076234,5,96577,0.214286,0.220744101,923.358551,0.119181255,1,37.6
5/27/2060,74,21018,664,Employed,Master,55,9862,24,Married,0,Rent,595,0.090817685,1,1,0.22478759,0,Home,0,26,22,1472,51706,14654,1751.5,0.764935158,7,37052,0.152862,0.172052811,488.5729234,0.618654253,0,47
5/28/2060,43,225337,550,Employed,Master,21,16381,72,Married,2,Rent,459,0.10062881,1,1,0.273191457,0,Other,0,29,7,1903,174380,127825,18778.08333,0.938693797,4,46555,0.256381,0.266791503,458.2850396,0.048848704,1,40
5/29/2060,41,42513,598,Employed,Master,20,25924,24,Married,0,Rent,425,0.297576436,2,0,0.052654723,0,Home,0,25,9,1528,69782,30565,3542.75,0.348210766,5,39217,0.201924,0.228911077,1356.324487,0.502808408,0,52
5/30/2060,26,22068,605,Employed,Bachelor,1,17081,72,Married,4,Rent,739,0.37473732,4,0,0.040374488,0,Home,0,27,4,2640,53055,50874,1839,0.905859798,4,2181,0.229581,0.20688757,415.9861921,0.628051219,0,52
5/31/2060,43,72143,511,Self-Employed,High School,19,24729,96,Divorced,2,Rent,231,0.424667353,3,1,0.184912573,0,Auto,0,25,15,51169,77293,12092,6011.916667,0.812557005,5,65201,0.304229,0.335725336,744.5029361,0.162261553,0,52
6/1/2060,38,71649,525,Self-Employed,Bachelor,17,35507,60,Single,3,Mortgage,927,0.322517472,3,1,0.048081131,0,Debt Consolidation,0,24,1,8609,347388,20097,5970.75,0.863495038,4,327291,0.278007,0.292266467,1131.962924,0.34484159,0,51
6/2/2060,18,59956,585,Self-Employed,Bachelor,0,32666,36,Single,2,Rent,271,0.461449743,3,0,0.449491676,0,Auto,0,32,28,1139,82856,29183,4996.333333,0.829727675,6,53673,0.225166,0.26179851,1319.265027,0.318286415,0,58
6/3/2060,27,77350,449,Employed,Bachelor,4,58767,96,Divorced,5,Mortgage,710,0.042411905,1,0,0.184705048,0,Home,0,22,14,510,157104,5616,6445.833333,0.830195656,5,151488,0.369267,0.384443452,1978.569062,0.417101858,0,45
6/4/2060,49,67592,660,Employed,Master,24,12108,12,Single,1,Rent,377,0.146085302,4,2,0.610264042,0,Home,0,26,15,4559,62582,21890,5632.666667,0.761786965,4,40692,0.147108,0.14931625,1092.45703,0.260881234,1,40.8
6/5/2060,63,44348,568,Employed,High School,38,28602,12,Single,1,Mortgage,1418,0.373784295,1,1,0.230368714,0,Education,0,24,5,8686,34563,72748,3695.666667,0.834248662,6,6458,0.209602,0.188486765,2633.797248,1.096364368,0,55
6/6/2060,44,24600,577,Employed,Bachelor,22,39644,48,Divorced,4,Mortgage,400,0.285436806,4,2,0.099631569,0,Home,0,31,25,2842,88390,11584,2050,0.791235508,6,76806,0.246144,0.248946638,1312.153162,0.835196664,0,50
6/7/2060,53,42202,489,Employed,Associate,29,49450,48,Single,1,Mortgage,308,0.225689733,2,1,0.653727356,0,Debt Consolidation,0,20,2,1487,18427,8791,3516.833333,0.812585677,5,9636,0.29995,0.31978327,1837.842381,0.610163229,0,63
6/8/2060,38,46134,579,Employed,Master,16,26188,48,Married,0,Rent,415,0.359491893,3,1,0.295511666,0,Other,0,21,26,2161,39105,15255,3844.5,0.7738761,2,23850,0.231688,0.230951437,840.7296509,0.32663016,0,53
6/9/2060,38,45778,557,Employed,High School,14,15035,48,Married,2,Other,592,0.364021085,2,1,0.442797134,0,Education,0,21,6,3021,57688,3737,3814.833333,0.696644972,4,53951,0.231535,0.215466333,470.0010605,0.278387276,0,57
6/10/2060,53,51933,569,Employed,High School,30,16799,48,Single,0,Mortgage,317,0.306141074,5,1,0.466261388,0,Home,0,27,11,5562,87933,38146,4327.75,0.846423626,6,49787,0.227299,0.223154969,532.152148,0.196210998,0,56
6/11/2060,59,145185,633,Employed,Bachelor,35,38002,96,Single,2,Rent,286,0.254521673,3,0,0.056947139,0,Auto,0,15,19,2001,58244,16238,12098.75,0.743450391,2,42006,0.256502,0.272882515,977.0033701,0.104391228,1,36
6/12/2060,55,37730,641,Employed,Master,29,8993,60,Divorced,1,Rent,418,0.295513282,3,1,0.202679645,0,Other,0,24,13,1318,131639,1038,3144.166667,0.95348445,4,130601,0.193493,0.187171113,231.8857952,0.206695721,1,36.8
6/13/2060,27,36163,589,Employed,High School,3,16250,24,Married,0,Rent,456,0.597481625,2,2,0.400913679,0,Home,0,19,14,5006,8947,18438,3013.583333,0.805575342,3,1223,0.19675,0.174474348,806.9347606,0.419080749,0,58
6/14/2060,39,35627,547,Unemployed,Bachelor,17,22499,96,Married,0,Own,316,0.220636831,1,2,0.34927626,0,Home,0,27,4,6644,30063,5149,2968.916667,0.879335327,2,24914,0.283999,0.314167186,642.8148606,0.322951086,0,61
6/15/2060,43,22504,557,Employed,High School,21,40809,60,Married,0,Rent,668,0.136439103,3,1,0.582215468,0,Debt Consolidation,0,22,4,23347,81780,10304,1875.333333,0.756878907,7,71476,0.267309,0.279434111,1269.228881,1.033005091,0,60
6/16/2060,36,216239,515,Employed,High School,18,14758,60,Married,0,Mortgage,728,0.169576907,5,0,0.289023568,0,Auto,0,26,27,2145,50971,37431,18019.91667,0.507323412,6,13540,0.262258,0.272180716,452.5658807,0.065514503,1,39.2
6/17/2060,44,24718,506,Employed,Associate,23,30098,60,Divorced,3,Mortgage,406,0.160651445,0,2,0.657765049,0,Debt Consolidation,0,26,23,885,110470,13071,2059.833333,0.632417202,6,97399,0.282098,0.288663815,952.9198932,0.659723227,0,57
6/18/2060,49,69507,588,Self-Employed,Bachelor,25,38727,60,Married,0,Rent,291,0.341739654,3,0,0.275866089,0,Other,0,32,2,6096,21954,25937,5792.25,0.818449174,6,8271,0.249727,0.240798282,1115.892166,0.242892169,0,59
6/19/2060,52,188730,684,Employed,Master,28,20768,48,Married,2,Mortgage,478,0.030916363,4,1,0.095833259,0,Education,0,21,16,2159,157943,11037,15727.5,0.932017878,8,146906,0.173768,0.181060773,611.2117661,0.069255239,1,29.6
6/20/2060,60,21505,579,Employed,Bachelor,39,45984,12,Divorced,1,Other,562,0.652274143,3,0,0.120716039,0,Home,0,15,1,2067,122702,22391,1792.083333,0.542879027,7,100311,0.221484,0.256610584,4385.27733,2.760629061,0,54
6/21/2060,36,69902,589,Employed,Associate,13,17278,36,Single,0,Own,1431,0.162837833,0,0,0.342847364,0,Other,0,21,22,4618,11733,18333,5825.166667,0.954904628,2,7447,0.207778,0.203958629,645.6027172,0.356488121,0,53
6/22/2060,23,15000,485,Employed,High School,1,14961,60,Single,3,Mortgage,382,0.804283295,4,3,0.259881974,0,Home,0,28,5,3210,122179,11227,1250,0.947562382,3,110952,0.277461,0.273369203,459.8565607,0.673485249,0,55
6/23/2060,44,30453,579,Employed,High School,20,13744,60,Married,2,Other,275,0.09276027,4,2,0.184374119,0,Debt Consolidation,0,34,27,5830,87769,89494,2537.75,0.653469338,7,8074,0.229244,0.257275848,409.2881788,0.269643652,0,50
6/24/2060,62,75455,660,Employed,Bachelor,35,29741,72,Married,0,Mortgage,306,0.564126962,7,4,0.320824109,0,Auto,0,19,15,1028,32939,23946,6287.916667,0.769693937,6,8993,0.214741,0.180125534,678.5375912,0.156576119,1,39.2
6/25/2060,34,39561,610,Employed,High School,10,24808,60,Single,3,Mortgage,333,0.399963311,3,2,0.055920973,0,Home,0,18,12,7456,118909,40510,3296.75,0.608997008,0,78399,0.224808,0.238016778,710.8228154,0.316621769,0,46
6/26/2060,48,91491,546,Employed,High School,27,32421,60,Single,0,Own,231,0.129500254,4,0,0.113404131,0,Auto,0,26,24,3451,387286,14407,7624.25,0.879678994,3,372879,0.264421,0.267368518,984.8929885,0.159477062,1,33.6
6/27/2060,48,52976,527,Employed,Bachelor,26,36931,24,Married,3,Rent,467,0.408541311,2,1,0.448775718,0,Auto,0,24,23,10288,40528,46463,4414.666667,0.695114274,6,1249,0.248431,0.223349901,1922.027026,0.541156832,0,57
